"","count","artist","album","song","genre","year","popularity","acousticness","danceability","energy","instrumentalness","liveness","speechiness","tempo","valence","key","mode","duration"
"22242",22242,"West Gold","Holiday (feat. Akapellah, Poofer, Iqlover, Jarabe Kit & Robot)","Holiday (feat. Akapellah, Poofer, Iqlover, Jarabe Kit & Robot)","latin",2017,41,0.609,0.695,0.482,4.34e-06,0.0667,0.19,90.157,0.74,1,0,341333
"22243",22243,"Shanice","Inner Child","I Love Your Smile","latin",1991,61,0.00955,0.722,0.842,8.45e-06,0.178,0.126,93.954,0.751,5,0,257973
"22245",22245,"Gwen Stefani","The Sweet Escape","The Sweet Escape","latin",2006,72,0.191,0.756,0.77,0,0.178,0.0343,119.961,0.73,1,1,246467
"22247",22247,"Biz Markie","Just a Friend - EP","Just a Friend","latin",2009,60,0.12,0.862,0.663,0,0.318,0.21,85.308,0.837,0,1,238267
"22248",22248,"Quad City DJ's","Get On Up And Dance","C'mon N' Ride It (The Train)","latin",1996,51,0.0913,0.843,0.959,0,0.408,0.0914,135.988,0.923,6,0,451440
"22249",22249,"Next","Welcome II Nextasy","Wifey - Club Mix/Dirty Version","latin",2000,60,0.0678,0.831,0.713,0,0.0659,0.104,99.584,0.683,7,0,243467
"22250",22250,"The Gap Band","The Gap Band IV","You Dropped A Bomb On Me","latin",1982,60,0.00737,0.786,0.627,0.00186,0.181,0.0339,126.461,0.831,9,1,312907
"22251",22251,"Rick James","Come Get It! (Expanded Edition)","Mary Jane","latin",1978,63,0.256,0.537,0.82,1.93e-06,0.432,0.127,94.429,0.881,11,0,297347
"22252",22252,"Bell Biv DeVoe","Poison","Poison","latin",1990,71,0.00195,0.84,0.56,0.00417,0.633,0.21,111.815,0.775,6,0,261853
"22253",22253,"Dazz Band","Keep It Live (Expanded Edition)","Let It Whip","latin",1982,55,0.109,0.82,0.838,0.00228,0.0452,0.041,132.125,0.947,9,0,281280
"22254",22254,"69 Boyz","199 Quad (w/ Bonus Dvd)","Tootsee Roll (Dance Version)","latin",1994,54,0.0453,0.869,0.725,0,0.203,0.256,132.989,0.699,9,0,261360
"22255",22255,"Bobby Brown","Don't Be Cruel","Don't Be Cruel","latin",1988,52,0.000127,0.781,0.731,3.06e-05,0.235,0.0565,102.398,0.717,6,1,408307
"22256",22256,"Salt-N-Pepa","Hot, Cool & Vicious","Push It","latin",1986,68,0.00658,0.913,0.596,0.00349,0.078,0.0707,127.215,0.973,11,0,272133
"22257",22257,"MC Hammer","Please Hammer Don't Hurt 'Em","U Can't Touch This","latin",1990,75,0.00456,0.867,0.517,0.000339,0.0864,0.0875,133.148,0.866,11,0,257360
"22258",22258,"Salt-N-Pepa","The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection","Shoop","latin",2008,0,0.0816,0.939,0.72,0,0.147,0.216,96.918,0.786,0,1,247400
"22259",22259,"MC Hammer","Too Legit To Quit","2 Legit 2 Quit","latin",1991,51,0.0394,0.853,0.884,6.83e-06,0.0313,0.0836,124.542,0.668,1,1,333624
"22261",22261,"Coolio","Gangsta's Paradise","Gangsta's Paradise","latin",1995,85,0.0655,0.647,0.514,0,0.398,0.0593,79.974,0.387,8,1,240693
"22262",22262,"Tone-Loc","Loc-ed After Dark","Funky Cold Medina","latin",1989,58,0.0755,0.988,0.633,1.88e-06,0.0668,0.0888,117.493,0.929,5,0,248160
"22263",22263,"Bobby Brown","Don't Be Cruel","Every Little Step","latin",1988,61,0.00721,0.797,0.656,0,0.0377,0.0404,99.828,0.948,1,1,237240
"22265",22265,"Case","Case","Touch Me Tease Me","latin",1996,57,0.28,0.653,0.746,5.49e-06,0.0944,0.0595,87.611,0.492,10,0,227493
"22266",22266,"SWV","New Beginning","You're the One","latin",1996,58,0.522,0.79,0.608,0.00491,0.193,0.0363,94.166,0.958,6,1,282600
"22267",22267,"Xscape","R&B: From Doo-Wop To Hip-Hop","Just Kickin' It","latin",1999,53,0.054,0.694,0.365,3.43e-05,0.401,0.0635,80.904,0.693,1,0,204133
"22268",22268,"Jon B.","COOL RELAX","Are U Still Down?","latin",1997,54,0.0143,0.723,0.534,1.88e-05,0.185,0.0571,91.072,0.415,4,0,266600
"22269",22269,"Jodeci","Diary Of A Mad Band","Feenin'","latin",1993,55,0.152,0.673,0.618,0,0.949,0.0649,121.711,0.649,5,0,310800
"22270",22270,"702","702","Where My Girls At","latin",1999,62,0.0352,0.705,0.725,0.0149,0.194,0.0506,92.186,0.76,4,1,166693
"22271",22271,"Total","Total","Can't You See (feat. The Notorious B.I.G.)","latin",1996,62,0.165,0.744,0.574,1.27e-05,0.295,0.0651,86.278,0.805,8,0,281880
"22274",22274,"MC Breed","MC Breed & DFC","Ain't No Future In Yo' Frontin'","latin",1991,51,0.0514,0.672,0.761,0,0.474,0.248,102.192,0.731,0,1,244733
"22275",22275,"Club Nouveau","Greatest Hits (Rerecorded)","Lean on Me - Rerecorded","latin",2003,42,0.0168,0.748,0.629,0,0.0991,0.066,182.448,0.919,0,1,294947
"22276",22276,"Rob Base & DJ EZ Rock","It Takes Two","It Takes Two","latin",1988,59,0.00228,0.8,0.723,0,0.26,0.158,111.593,0.651,2,1,300640
"22277",22277,"2 LIVE CREW","Goes To the Movies: Decade of Hits","Hoochie Mama","latin",1997,51,0.00107,0.895,0.9,0.000661,0.239,0.195,131.671,0.896,7,1,180573
"22278",22278,"Naughty By Nature","Naughty By Nature","O.P.P","latin",1991,65,0.0326,0.848,0.838,4.63e-06,0.124,0.0723,97.735,0.774,4,0,271067
"22280",22280,"Beastie Boys","Licensed To Ill","Brass Monkey","latin",1986,64,0.00203,0.914,0.586,1.58e-06,0.0992,0.33,116.371,0.655,6,0,157440
"22281",22281,"LL Cool J","Walking With A Panther","Going Back To Cali","latin",1989,47,0.00464,0.916,0.662,0.00346,0.138,0.605,135.65,0.406,9,0,249267
"22282",22282,"EPMD","Strictly Business","You Gots To Chill","latin",1988,52,0.089,0.882,0.814,0,0.16,0.424,99.689,0.854,8,0,261840
"22284",22284,"Craig Mack","Project: Funk Da World","Flava in Ya Ear","latin",1994,56,0.466,0.763,0.541,0,0.0693,0.329,90.032,0.885,9,0,217467
"22285",22285,"Club Nouveau","Ballads and Love Songs","Why You Treat Me So Bad","latin",2003,42,0.222,0.674,0.59,0,0.293,0.157,98.728,0.58,7,1,327640
"22286",22286,"Young MC","Stone Cold Rhymin'","Bust A Move","latin",1989,63,0.0512,0.946,0.772,2.26e-06,0.0612,0.121,116.972,0.743,4,0,263914
"22288",22288,"Positive K","The Skills Dat Pay Da Bills","I Got A Man","latin",1992,48,0.0774,0.812,0.753,0,0.341,0.118,103.754,0.787,7,1,232773
"22290",22290,"Slick Rick","The Art Of Storytelling","La-Di-Da-Di","latin",1999,42,0.688,0.649,0.967,0,0.986,0.45,89.453,0.586,6,0,276560
"22292",22292,"World Class Wreckin' Cru","Gold","Turn Off The Lights - Rap","latin",1994,36,0.0249,0.715,0.49,0.00017,0.139,0.0479,129.309,0.429,9,0,351040
"22293",22293,"Bell Biv DeVoe","Poison","Do Me!","latin",1990,51,0.134,0.716,0.772,2.15e-06,0.35,0.037,107.823,0.671,10,0,272440
"22295",22295,"2 LIVE CREW","As Nasty As They Wanna Be","Me So Horny","latin",1989,52,0.00472,0.941,0.727,0.000811,0.177,0.228,128.746,0.623,0,1,276467
"22296",22296,"Cameo","Word Up","Candy","latin",1986,60,0.119,0.705,0.709,1.69e-05,0.286,0.0489,110.522,0.853,11,0,339933
"22297",22297,"Gucci Crew II","Heart of Stone: The Henry Stone Story","Sally, That Girl","latin",2007,39,0.00114,0.953,0.495,0,0.316,0.315,130.018,0.732,11,1,239133
"22300",22300,"Another Bad Creation","Hitsville USA, The Motown Collection 1972-1992","Iesha","latin",1993,42,0.0145,0.751,0.761,2.96e-06,0.0305,0.147,111.819,0.661,8,1,260400
"22301",22301,"Newcleus","Jam On It","Jam On It","latin",2012,33,0.00818,0.912,0.81,0.000561,0.0549,0.0624,116.362,0.32,1,0,421893
"22302",22302,"Ready For The World","Long Time Coming","Love You Down - Extended Remix","latin",1986,48,0.261,0.717,0.288,0.000974,0.0661,0.0507,129.401,0.306,4,0,391067
"22303",22303,"Midnight Star","No Parking on the Dance Floor","No Parking (On the Dance Floor) - 12 Inch Mix","latin",1983,46,0.00553,0.895,0.749,0.0254,0.0533,0.0468,125.359,0.967,7,1,479055
"22304",22304,"The Sugarhill Gang","The Showdown: The Sugarhill Gang vs. Grandmaster Flash & The Furious Five","Rapper's Delight","latin",1999,44,0.465,0.9,0.845,0,0.0724,0.257,111.187,0.914,11,0,427360
"22306",22306,"Club Nouveau","The Best Of (Re-Recorded / Remastered Versions)","Lean On Me (Re-Recorded / Remastered)","latin",2011,36,0.00501,0.737,0.628,0,0.0665,0.0879,177.853,0.49,0,1,288864
"22307",22307,"Bobby Brown","Don't Be Cruel","Rock Wit'cha","latin",1988,54,0.0306,0.685,0.547,1.05e-05,0.0694,0.0487,77.509,0.909,11,0,289533
"22308",22308,"Da Brat","Funkdafied","Funkdafied","latin",1994,57,0.0757,0.802,0.461,0,0.109,0.302,90.995,0.74,11,0,185933
"22310",22310,"Kris Kross","Young, Rich & Dangerous","Live and Die for Hip Hop (with Aaliyah)","latin",1996,40,0.0133,0.755,0.536,0,0.0794,0.181,87.088,0.656,5,0,223867
"22311",22311,"Aaliyah","(At Your Best) You Are Love EP","At Your Best (You Are Love) - Gangstar Child Remix","latin",1994,39,0.246,0.633,0.607,0.00324,0.102,0.0478,78.021,0.801,4,0,270933
"22312",22312,"Eamon","I Don't Want You Back","Fuck It (I Don't Want You Back)","latin",2004,65,0.214,0.828,0.653,3.25e-06,0.0404,0.0653,68.507,0.575,0,0,225107
"22314",22314,"Pebbles","Pebbles","Mercedes Boy","latin",1987,44,0.052,0.795,0.333,0.0295,0.319,0.0769,114.764,0.967,8,1,295893
"22315",22315,"Pebbles","Greatest Hits: Pebbles","Girlfriend - Single Version","latin",2000,47,0.475,0.963,0.822,0,0.17,0.106,118.499,0.908,2,1,256493
"22316",22316,"Don Omar","Meet The Orphans","Danza Kuduro","latin",2010,72,0.078,0.699,0.917,0,0.065,0.115,130.04,0.889,0,1,198787
"22317",22317,"Luis Fonsi","Despacito (Featuring Daddy Yankee)","Despacito (Featuring Daddy Yankee)","latin",2017,2,0.209,0.66,0.786,0,0.112,0.17,177.833,0.846,2,1,228200
"22318",22318,"Nicky Jam","Fénix","El Amante","latin",2017,69,0.243,0.683,0.691,0,0.14,0.0432,179.91,0.732,8,1,219507
"22319",22319,"Shaggy","Seasons (feat. OMI)","Seasons (feat. OMI)","latin",2017,46,0.185,0.752,0.806,0,0.0824,0.124,97.022,0.632,8,1,194283
"22320",22320,"Afrojack","Wave Your Flag","Wave Your Flag","latin",2017,0,0.0588,0.72,0.823,2.37e-06,0.0949,0.0688,104.976,0.632,9,1,193240
"22321",22321,"Hardwell","Baldadig","Baldadig","latin",2016,24,0.0128,0.673,0.939,0.000106,0.32,0.142,128.004,0.186,9,1,176241
"22323",22323,"Mystro","Aibo","Aibo","latin",2014,0,0.286,0.885,0.903,0.00141,0.0613,0.0623,125.054,0.969,1,1,203546
"22324",22324,"Bonez MC","Palmen aus Plastik","Ohne mein Team","latin",2016,0,0.14,0.774,0.788,2.45e-05,0.0819,0.104,129.966,0.594,1,0,188504
"22325",22325,"Alvaro Soler","Eterno Agosto","Sofia","latin",2016,0,0.109,0.688,0.729,0,0.225,0.0315,127.999,0.909,2,1,210467
"22326",22326,"Alvaro Soler","El Mismo Sol (Jan Leyk Remix)","El Mismo Sol - Jan Leyk Remix","latin",2015,0,0.0706,0.617,0.939,6.63e-05,0.356,0.104,124.006,0.664,8,0,212381
"22327",22327,"Alx Veliz","Dancing Kizomba","Dancing Kizomba","latin",2015,0,0.0103,0.682,0.779,0.00485,0.133,0.0766,98.05,0.515,7,1,193600
"22328",22328,"Becky G","Todo Cambio","Todo Cambio","latin",2017,46,0.0543,0.76,0.877,0.217,0.183,0.0555,103.011,0.684,5,0,234027
"22329",22329,"Becky G","Sola","Sola","latin",2016,57,0.111,0.685,0.779,0.000104,0.421,0.0571,95.021,0.513,4,0,235067
"22330",22330,"Becky G","Can't Stop Dancin' (feat. J. Balvin) [J Balvin Remix]","Can't Stop Dancin' (feat. J. Balvin) - J Balvin Remix","latin",2015,44,0.00287,0.696,0.599,0.00853,0.105,0.0841,100.057,0.391,3,1,197040
"22331",22331,"Black Eyed Peas","Monkey Business","My Humps","latin",2005,0,0.111,0.802,0.682,1.39e-05,0.109,0.222,123.95,0.586,1,0,326960
"22332",22332,"Ginostacksz Bravs Tavv","Bravs ft Gino Stacksz & Tavv - PakuruWine","Bravs ft Gino Stacksz & Tavv - PakuruWine (prod. Marrabeatsz)","latin",2016,16,0.253,0.733,0.708,0,0.436,0.276,125.059,0.556,6,0,216000
"22333",22333,"Camilo & Grande","Eufori","Ny Champagne","latin",2015,21,0.0569,0.731,0.704,0,0.0619,0.214,95.961,0.783,8,0,192805
"22334",22334,"Camilo & Grande","Eufori","Gir Dig","latin",2015,31,0.0824,0.798,0.775,0,0.223,0.192,90.294,0.855,4,0,201804
"22335",22335,"Carolina Marquez","Oh La La La","Oh La La La (feat. Akon & J Rand) - Marco Cavax Tropical Mix","latin",2016,0,0.585,0.711,0.706,0,0.0623,0.0471,109.968,0.657,5,0,253091
"22336",22336,"CNCO","Primera Cita","Reggaetón Lento (Bailemos)","latin",2016,73,0.4,0.761,0.838,0,0.176,0.0502,93.974,0.71,4,0,222560
"22337",22337,"Dopebwoy","Selecta","Selecta","latin",2016,38,0.277,0.868,0.609,0,0.105,0.0608,99.995,0.742,5,0,187293
"22338",22338,"Don Omar","Te Quiero Pa´Mi","Te Quiero Pa´Mi","latin",2016,0,0.13,0.762,0.81,1.73e-05,0.178,0.0664,88.994,0.571,1,1,212027
"22339",22339,"Don Omar","Virtual Diva","Virtual Diva","latin",2009,60,0.185,0.783,0.87,0,0.393,0.0485,114.012,0.692,8,0,242733
"22340",22340,"Drake","Views","One Dance","latin",2016,1,0.00784,0.791,0.619,0.00423,0.351,0.0532,103.989,0.371,1,1,173987
"22341",22341,"Drake","Views","Too Good","latin",2016,1,0.0573,0.804,0.648,3.49e-05,0.102,0.117,117.983,0.392,7,1,263373
"22342",22342,"Drake","Hotline Bling","Hotline Bling","latin",2015,0,0.00226,0.893,0.639,0.000315,0.0382,0.0549,134.963,0.579,2,1,267024
"22343",22343,"Enrique Iglesias","SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","latin",2017,72,0.0642,0.688,0.822,0,0.241,0.0537,91.011,0.66,0,1,207680
"22344",22344,"Enrique Iglesias","DUELE EL CORAZON (feat. Wisin)","DUELE EL CORAZON (feat. Wisin)","latin",2016,70,0.0858,0.716,0.908,0,0.135,0.103,91.03,0.869,8,0,199693
"22345",22345,"Enrique Iglesias","SEX AND LOVE (Deluxe)","Bailando - Spanish Version","latin",2014,0,0.0457,0.725,0.779,2.76e-06,0.0446,0.119,91.018,0.948,7,1,243413
"22346",22346,"Era Istrefi","Bonbon","Bonbon","latin",2016,0,0.128,0.632,0.681,1.53e-05,0.116,0.115,126.477,0.633,0,0,167000
"22347",22347,"Faydee","Move On (C'est la vie)","Move On (C'est la vie)","latin",2015,36,0.135,0.716,0.656,0,0.212,0.0883,101.09,0.424,9,1,183071
"22348",22348,"Faydee","Legendary (Remixes)","Legendary (DJ Kantik Remix)","latin",2016,8,0.00148,0.781,0.919,1.56e-05,0.601,0.17,110.007,0.777,10,0,235636
"22349",22349,"Frenna","Vestival Presents Meisjes Blijven Meisjes","Meisjes Blijven Meisjes","latin",2015,48,0.00783,0.638,0.814,0,0.282,0.065,130.098,0.689,8,0,201266
"22350",22350,"Fuse ODG","BomBae","BomBae","latin",2016,42,0.0614,0.852,0.929,4.93e-06,0.563,0.113,110.679,0.636,3,0,242843
"22351",22351,"Gente De Zona","La Gozadera","La Gozadera","latin",2015,0,0.178,0.617,0.989,0,0.238,0.0494,95.028,0.893,9,0,203050
"22352",22352,"Guy Sebastian","Mama Ain't Proud (feat. 2 Chainz)","Mama Ain't Proud (feat. 2 Chainz)","latin",2015,24,0.0887,0.687,0.809,0,0.123,0.123,90.096,0.399,1,1,226227
"22353",22353,"Hans Grants","Paiso","Paiso","latin",2014,0,0.452,0.595,0.551,1.13e-05,0.0883,0.509,170.111,0.597,10,0,216832
"22354",22354,"Iyaz","Replay","Replay","latin",2009,76,0.173,0.706,0.751,0,0.168,0.0708,91.031,0.195,9,1,182307
"22355",22355,"J Balvin","Energía","Safari","latin",2016,0,0.551,0.508,0.687,3.41e-06,0.126,0.326,180.044,0.555,0,1,205600
"22356",22356,"J Balvin","La Familia","Yo Te Lo Dije","latin",2013,0,0.0914,0.73,0.613,0,0.167,0.0767,87.935,0.959,6,1,220853
"22357",22357,"J Balvin","La Familia B Sides","Ay Vamos","latin",2014,0,0.166,0.716,0.71,7.73e-05,0.107,0.111,173.911,0.904,8,0,226413
"22358",22358,"J Balvin","La Familia","6 AM","latin",2013,0,0.144,0.754,0.743,0,0.275,0.0918,176.015,0.74,5,0,243227
"22359",22359,"J Balvin","Ginza","Ginza","latin",2015,0,0.235,0.784,0.809,0.00122,0.0772,0.0824,102.048,0.845,5,0,170186
"22360",22360,"Jason Derulo","Tattoos","Talk Dirty (feat. 2 Chainz)","latin",2013,71,0.0348,0.76,0.652,0,0.307,0.232,100.315,0.759,6,1,177685
"22361",22361,"Jayh","Claimen","Claimen","latin",2014,39,0.0805,0.887,0.62,1.79e-06,0.0625,0.171,97.969,0.72,2,1,148547
"22362",22362,"Jennifer Lopez","Ain't Your Mama","Ain't Your Mama","latin",2016,72,0.0472,0.757,0.678,9.14e-06,0.0654,0.233,120.075,0.82,8,0,218235
"22363",22363,"Jennifer Lopez","Dance Again","Dance Again","latin",2012,0,0.0185,0.799,0.864,3.76e-06,0.0962,0.0702,127.99,0.679,11,0,236573
"22364",22364,"Jennifer Lopez","Booty","Booty","latin",2014,0,0.00362,0.72,0.951,0.000275,0.226,0.0525,128.969,0.388,0,1,209700
"22365",22365,"Jennifer Lopez","On The Floor","On The Floor - Radio Edit","latin",2011,0,0.0953,0.765,0.68,9e-04,0.138,0.0932,129.998,0.462,11,1,230907
"22366",22366,"Jigg","So Hot","So Hot","latin",2014,38,0.00916,0.521,0.751,0,0.21,0.3,193.925,0.595,10,0,162453
"22367",22367,"Juan Magán","Vuelve","Vuelve","latin",2015,0,0.627,0.655,0.672,0,0.0856,0.0374,174.094,0.934,5,1,213506
"22368",22368,"Juan Magán","The King Is Back","Como El Viento","latin",2015,0,0.128,0.609,0.702,0,0.285,0.138,130.041,0.7,8,1,204053
"22369",22369,"Juan Magán","The King Is Back","Falling In Love - Spanglish Version","latin",2015,0,0.0557,0.669,0.897,3.35e-05,0.109,0.0894,127.923,0.537,5,0,181107
"22370",22370,"Juan Magán","The King Is Back","20 Años","latin",2015,0,0.0982,0.478,0.722,0,0.366,0.398,130.928,0.705,0,1,197973
"22371",22371,"Juan Magán","The King Is Back","Si No Te Quisiera","latin",2015,0,0.19,0.704,0.873,0,0.0928,0.0771,127.988,0.81,0,0,187560
"22372",22372,"Juan Magán","The King Is Back","Tentándome","latin",2015,0,0.191,0.702,0.82,0,0.25,0.0729,119.906,0.736,0,0,171627
"22373",22373,"Juan Magán","Contigo","Contigo","latin",2015,0,0.282,0.503,0.905,0,0.085,0.131,127.654,0.48,8,1,199160
"22374",22374,"KAROL G","Te Lo Quiero Hacer (feat. De La Ghetto)","Te Lo Quiero Hacer (feat. De La Ghetto)","latin",2015,49,0.107,0.694,0.615,0.000281,0.165,0.0482,137.964,0.577,6,0,222563
"22375",22375,"Kay One","Rich Kidz (Gold Edition)","V.I.P. (feat. The Product G&B)","latin",2015,0,0.0569,0.888,0.667,0,0.119,0.124,110.042,0.745,0,1,264284
"22376",22376,"Konshens","Gal Ting","Gal Ting","latin",2015,0,0.0616,0.878,0.845,5.83e-05,0.165,0.252,109.066,0.281,11,0,169545
"22377",22377,"Kriss Raize","Turn Me On (Hold You)","Turn Me On (Hold You) - Radio Edit","latin",2016,21,0.000262,0.665,0.855,9.07e-06,0.152,0.0435,110.033,0.424,1,0,211636
"22378",22378,"Lady Bee","Bucka (feat. Mr. Vegas)","Bucka (feat. Mr. Vegas)","latin",2015,0,0.00509,0.699,0.957,1.75e-06,0.137,0.129,140.074,0.517,8,1,173143
"22379",22379,"Lil Jon","La Vida Es Una (feat. Pitbull)","La Vida Es Una (feat. Pitbull)","latin",2016,31,0.00409,0.742,0.921,0,0.215,0.211,126.04,0.604,9,1,180591
"22380",22380,"Lil Jon","Crunk Juice (Limited Edition)","Gasolina Budda Remix - Remix","latin",2004,0,0.0648,0.72,0.823,0,0.109,0.192,96.034,0.631,6,1,282493
"22381",22381,"Lil Jon","Outta Your Mind","Outta Your Mind","latin",2010,0,0.233,0.88,0.986,0,0.0553,0.276,99.965,0.655,10,0,252640
"22382",22382,"Los Del Rio","Alegria Y Cosabuena","Macarena - Bayside Boys Remix","latin",2001,60,0.237,0.737,0.93,1.57e-06,0.0911,0.0534,103.191,0.965,1,1,253107
"22383",22383,"Machel Montano","One Wine (feat. Major Lazer)","One Wine (feat. Major Lazer)","latin",2015,0,0.116,0.502,0.944,0,0.293,0.148,195.804,0.899,6,0,229179
"22384",22384,"GIMS","À contrecoeur (Mon coeur avait raison réédition)","Loin (feat. Dany Synthé & soFLY & Nius) - Pilule violette","latin",2016,60,0.0232,0.83,0.765,0.0159,0.0754,0.101,102.028,0.367,7,0,188040
"22385",22385,"Major Lazer","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","latin",2017,0,0.105,0.803,0.743,2.12e-06,0.099,0.0681,108.005,0.674,1,0,203180
"22386",22386,"Major Lazer","Bubble Butt (Remix) (feat. Bruno Mars, 2 Chainz, Tyga & Mystic)","Bubble Butt (feat. Bruno Mars, 2 Chainz, Tyga & Mystic) - Radio Mix","latin",2013,0,0.00845,0.799,0.605,0.0143,0.485,0.286,194.055,0.368,7,1,207843
"22387",22387,"Mano Ezoh","Brand New Day","Brand New Day","latin",2016,0,0.246,0.646,0.828,4.13e-05,0.494,0.0539,126.004,0.429,7,0,234286
"22388",22388,"Marley Waters","On To You (Remix) (feat. Kranium, Kreesha Turner & Verse Simmonds)","On To You (Remix)","latin",2015,0,0.0302,0.717,0.718,0,0.054,0.11,100.041,0.457,1,1,268669
"22389",22389,"Mavado","My League","My League","latin",2015,22,0.0246,0.757,0.897,0,0.151,0.0559,103.02,0.637,7,0,204267
"22390",22390,"Maxwell","Safari","Safari","latin",2016,62,0.243,0.834,0.768,5.18e-06,0.142,0.205,129.996,0.738,8,0,158969
"22391",22391,"MC Gkimpakos","Tora Ta Spame","Gia Sena Liono","latin",2015,18,0.301,0.515,0.843,0,0.302,0.381,158.667,0.671,11,0,109923
"22392",22392,"Meek Mill","Dream Chaser 4","Coco Pt. 2 (feat. Jeezy & O.T. Genasis)","latin",2015,0,0.046,0.849,0.587,0,0.166,0.304,120.131,0.205,8,1,247494
"22393",22393,"Migos","Yung Rich Nation","Cocaina (feat. Young Thug)","latin",2015,35,0.144,0.571,0.747,0,0.233,0.388,103.082,0.359,8,0,318933
"22395",22395,"Nelly","Just A Dream","Just A Dream","latin",2010,44,0.0444,0.461,0.748,0,0.125,0.033,180.063,0.115,1,1,237987
"22396",22396,"Next","Leaving with Me - Single","Leaving with Me","latin",2014,34,0.0278,0.703,0.459,0,0.203,0.064,105.578,0.543,9,1,227557
"22397",22397,"Nguvo","Trapicana","Trapicana","latin",2016,12,0.0834,0.644,0.535,7.41e-05,0.154,0.043,125.933,0.337,8,1,142168
"22398",22398,"Nico & Vinz","That's How You Know (feat. Kid Ink & Bebe Rexha)","That's How You Know (feat. Kid Ink & Bebe Rexha)","latin",2015,59,0.44,0.769,0.437,0,0.116,0.0363,103.921,0.737,1,1,186443
"22399",22399,"O.T. Genasis","Cut It (feat. Young Dolph)","Cut It (feat. Young Dolph)","latin",2015,61,0.135,0.875,0.673,0,0.292,0.0932,130,0.231,7,1,222600
"22400",22400,"Omarion","Post to Be (feat. Chris Brown & Jhene Aiko)","Post to Be (feat. Chris Brown & Jhene Aiko)","latin",2014,56,0.0697,0.733,0.676,0,0.208,0.0432,97.448,0.701,10,0,226581
"22401",22401,"OMI","Cheerleader (Felix Jaehn Remix Radio Edit)","Cheerleader (Felix Jaehn Remix) - Radio Edit","latin",2015,50,0.184,0.827,0.576,0.029,0.0656,0.0372,118.04,0.41,4,1,180021
"22402",22402,"OMI","Me 4 U","Drop In the Ocean","latin",2015,48,0.304,0.83,0.699,0,0.119,0.079,123.024,0.847,8,1,177624
"22403",22403,"PARTYNEXTDOOR","PARTYNEXTDOOR 3 (P3)","Not Nice","latin",2016,64,0.0253,0.598,0.496,0.00132,0.12,0.0804,128.06,0.725,0,1,202661
"22404",22404,"Pitbull","El Taxi","El Taxi - Radio Edit","latin",2015,0,0.0408,0.829,0.758,0,0.139,0.256,95.019,0.908,7,1,240907
"22405",22405,"Pitbull","Global Warming","Tchu Tchu Tcha (feat. Enrique Iglesias)","latin",2012,29,0.0175,0.638,0.809,0,0.0975,0.114,126.072,0.44,8,1,205800
"22406",22406,"Pitbull","Globalization","Ah Leke (feat. Sean Paul)","latin",2014,37,0.0437,0.811,0.889,0,0.185,0.169,137.979,0.932,0,1,184360
"22407",22407,"Pitbull","We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)","We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte)","latin",2014,54,0.00431,0.595,0.942,0.0838,0.0984,0.0707,124.989,0.549,6,0,222467
"22408",22408,"The Pussycat Dolls","Pussycat Dolls Hit Pac - 5 Series","Don't Cha","latin",2008,0,0.00578,0.879,0.578,2.2e-06,0.231,0.107,120.001,0.575,3,0,271766
"22409",22409,"Rihanna","Pon de Replay","Pon de Replay - Radio Edit","latin",2005,32,0.000147,0.753,0.632,5e-04,0.108,0.212,99.001,0.533,7,1,215213
"22410",22410,"Sage The Gemini","Now and Later","Now and Later","latin",2016,56,0.273,0.781,0.57,0,0.196,0.188,107.059,0.858,11,0,193181
"22411",22411,"Sak Noel","Loca People (What The F**k!)","Loca People (What the F**k!"") - Radio Edit","latin",2011,0,0.00065,0.914,0.805,0.0075,0.0527,0.0558,128.004,0.767,11,0,216693
"22412",22412,"Sean Paul","Dutty Rock","Shake That Thing","latin",2002,39,0.378,0.629,0.901,0,0.296,0.36,177.162,0.543,7,1,235360
"22413",22413,"Sean Paul","Tomahawk Technique","She Doesn't Mind","latin",2012,71,0.000624,0.718,0.776,5.3e-06,0.207,0.0693,120.015,0.622,7,0,227787
"22414",22414,"Sean Paul","Dutty Rock","Baby Boy (feat. Beyoncé )","latin",2002,60,0.0667,0.658,0.621,2.46e-06,0.142,0.231,91.267,0.817,1,1,246707
"22415",22415,"Sean Paul","Dutty Rock","Get Busy","latin",2002,59,0.615,0.735,0.824,0,0.158,0.036,100.202,0.726,10,0,211666
"22416",22416,"CKay","love nwantiti (feat. ElGrande Toto) [North African Remix]","love nwantiti (feat. ElGrande Toto) - North African Remix","latin",2020,84,0.58,0.642,0.723,0.000942,0.112,0.243,186.043,0.487,1,1,135480
"22417",22417,"Joeboy","Sip (Alcohol)","Sip (Alcohol)","latin",2021,70,0.792,0.812,0.616,0.000464,0.0971,0.174,99.996,0.842,10,0,158400
